,subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose
8898,V556,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - passageiro traumatizado em um acidente de trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8899,V555,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - condutor [motorista] traumatizado em um acidente de trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8900,V552,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8901,V554,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - pessoa traumatizado ao subir ou descer do veículo,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8902,V550,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - condutor [motorista] traumatizado em um acidente não-de-trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8903,V564,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8904,V567,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8905,V565,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente de trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8906,V561,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8907,V566,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8908,V560,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente não-de-trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8909,V569,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8910,V562,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8911,V563,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V56,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8912,V573,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8913,V574,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8914,V571,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8915,V570,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente não-de-trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8916,V576,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8917,V572,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8918,V577,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8919,V575,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente de trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8920,V579,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V57,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8921,V585,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente de trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8922,V589,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8923,V581,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente não-de-trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8924,V586,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8925,V583,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8926,V580,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente não-de-trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8927,V584,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - pessoa traumatizado ao subir ou descer do veículo,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8928,V582,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8929,V587,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V58,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8930,V595,"Passageiro de uma caminhonete traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V59,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8931,V594,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V59,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8932,V591,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",V59,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8933,V590,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",V59,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8934,V593,Ocupante [qualquer] de uma caminhonete traumatizado em um acidente não especificado e não-de-trânsito,V59,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8935,V599,Ocupante [qualquer] de uma caminhonete traumatizado em um acidente de trânsito não especificado,V59,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
